Review_ID,Date,Rating,Review_Language,Version,Review_Likes,Review
160,2021-07-05 16:37:18,5,en,20.25.1,0,Always Been Very Good and Any Problems Quickly Handled.
161,2022-10-27 14:31:32,2,en,20.43.0,0,"Refuses to open even with correct login and rarely sends notifications since the update, meaning I spend more time driving to the bank to deposit cheques. Just make it work properly. This is so inconvenient and it used to be so easy."
162,2022-12-29 11:11:56,5,en,20.45.1,0,Great
163,2021-01-28 22:36:30,1,en,20.21.1,0,Always down when you need it... worst bank ever!!!
164,2023-08-11 23:08:05,5,en,2307.0.1,0,👍🏽❤️
165,2023-11-23 14:50:45,1,en,2310.0.1,0,"Not sure what changed, but this app no longer works. Doesn't allow me to log in. I have even reinstalled the app but the same issue."
166,2023-06-07 05:22:19,5,en,2305.0.0,0,super easy
167,2021-12-14 14:18:24,1,en,,0,This is the worse app. Used to be able to sign in no problem now it won't work. And don't even get me started on the cheque deposit. I must have tried at least 20 times and still won't work. Scotiabank is the worst!!
168,2021-01-27 13:24:36,5,en,20.21.1,0,Good
169,2022-03-25 16:40:34,1,en,,0,Unusable
170,2023-10-17 12:26:17,1,en,2309.0.0,0,This app is functional less than 50% of the time I try to use it. Seriously considering switching banks due to this issue. I can never do banking when I need to.
171,2023-06-13 15:19:00,1,en,2305.1.0,1,notifications do not work anymore
172,2021-12-16 16:29:43,1,en,20.34.3,88,"Frustrated beyond belief! The forcing of 2 step verification is so stupid because it doesn't work and depositing cheques is a nightmare because it's so fragile to get the right picture. The app was fantastic in its previous version, now it's such a pain to use, drives me nuts. Please fix it and go back to the way it was, it was much better. I would like to add that these fixes have not been addressed and I keep getting locked out of my account and have to call customer service."
173,2023-02-26 08:08:21,5,en,20.45.1,0,Easy to use
174,2021-05-03 21:16:42,5,en,20.25.1,0,"Actually love the feel and use of this app, it's exceptionally well designed way better than the online web interface"
175,2023-06-03 16:40:22,3,en,2305.0.0,0,"I can no longer approve 2SV notifications so I can't use web banking anymore. I can still log in through the app on my phone, though."
176,2022-08-28 19:18:30,1,en,20.19.0,0,Crashing every time I try to move money in my account. How am I going to be able to pay for my credit card if it keeps crashes to pay for the credit card.
177,2022-10-17 12:23:36,5,en,20.43.0,0,"The app is easy to navigate for basic banking needs. Not everything is in the app though some transactions will require speaking to someone and i like how that can be easily done through the app as well. Thats either chatting with someone live or being on a call, all accessible on the app."
178,2023-07-13 22:01:14,1,en,2306.0.1,0,App is closing frequently after last update
179,2021-09-22 11:54:29,3,en,20.30.1,0,The e-transfer part doesn't work most of the time and shots down the app. Very disappointing
180,2021-06-13 09:40:05,1,en,20.27.0,0,Can't even get the app to open now let alone actually use the fingerprint authentication...
181,2023-05-08 08:30:00,1,en,20.49.1,1,Either get rid of the 2 step verification or fix the bug where it crashes everytime I login. Very frustrating. Big waste of time.
182,2023-10-07 23:33:31,1,en,2309.0.0,4,"If the app doesn't get fixed, I will switch to a different bank. I can't open it. I keep getting a notification saying sorry we couldn't complete your request. Please try again later. I have tried deleting and reinstalling it which is quite a process because of the 2 step verification. It worked for a couple of hours and now it does the same thing again."
183,2022-08-28 10:25:17,1,en,20.19.0,0,Keeps crashing
184,2021-09-26 13:13:22,4,en,20.30.1,0,This was our third time staying. Always clean and quite. Will stay again and would recommend this hotel.
185,2023-12-20 15:17:31,5,en,2311.0.1,0,great people willing to help
186,2021-04-13 20:37:58,5,en,20.25.1,0,Does well with lines
187,2022-04-01 20:03:55,2,en,20.37.1,0,"Was good, last update killed dark theme. Now too bright and unpleasant on the eyes. Have to find a way to downgrade."
188,2022-09-07 15:43:35,1,en,20.42.1,0,I can't login
189,2022-04-04 10:55:37,1,en,20.37.1,2,"This was a good app but it now forces you to activate 2 factor authentication in order to view your accounts. You can deactivate it once you get in but you have to activate it again every time you log in. Security options should always be users choice, any hacker who can get through my password can also get past a text message, but this app will hold your accounts hostage instead of trusting your choice. I'm tired of waiting for texts to access my account, I will use the website while I can."
190,2021-08-01 20:55:58,5,en,20.29.0,0,Great
191,2022-04-05 23:23:50,5,en,20.30.1,0,So handy to use this app on my phone
192,2023-11-20 18:40:20,1,en,2310.0.1,0,App not working at all. Keeps giving an error and won't login.
193,2023-10-06 20:26:45,5,en,2309.0.0,0,great 👍
194,2021-11-20 17:28:19,1,en,20.25.1,0,Worst app ever. Had to change my password of two years. Even then it wouldn't work at all. Know what you're getting into before you start.
195,2022-08-18 21:39:29,1,en,20.41.0,1,This app constantly crashes or produces an error; it's very rare it actually works
196,2023-10-31 15:41:31,1,en,2309.0.0,0,App hasn't worked for like 3 days
197,2023-07-10 07:57:36,1,en,2306.0.1,1,The most recent update crashes the app upon login - this is not useable.
198,2022-06-30 22:01:47,2,en,,0,Rarely works
199,2022-02-25 14:53:46,1,en,20.36.0,11,"The most recent update broke login. In order to login I have to uninstall the app, then login, revoke 2FA, kill the app, login, reestablish 2FA, EVERY SINGLE TIME! The kicker is that their online login won't log me in either, says I have to login via mobile. I should clarify, I have to revoke access to the 2FA because the 2FA doesn't actually send me any notifications, even though I've given them full access to my permissions."
200,2021-03-26 15:12:51,5,en,20.25.1,0,Fantastic app
201,2022-04-09 12:37:22,1,en,,0,Please remove 2 step process. Email or SMS the code required for login. The current one is an hopeless design and hopeless implementation. Steam has the best authentication. Don't force only 1 way of login!
202,2023-11-16 20:00:33,5,en,2310.0.1,0,love it
203,2022-01-17 11:03:11,1,en,20.34.4,0,"Completely disabling access to the entire app to force two step verification, with no prior warning, must be the most insane UX thing I have seen in a while. Beyond comprehension really. But hey at least you'll hit some silly metric to justify all that!"
204,2021-06-06 12:11:43,4,en,20.26.0,0,I like it!
205,2022-12-31 08:56:44,5,en,20.45.1,0,Fantastic
206,2021-12-01 16:04:24,5,en,20.33.2,0,Good so far!
207,2021-12-15 21:39:16,5,en,20.34.1,0,Grand
208,2022-04-03 15:44:41,5,en,20.37.1,2,"New update has messes up the widget, fix this and I'll return to 5 stars"
209,2022-06-05 10:41:40,5,en,20.31.1,0,Good
210,2022-12-03 00:33:20,5,en,20.44.4,0,Customer service is great
211,2021-04-08 10:15:15,4,en,20.25.1,0,Nicely done. I'd like to add a note with my cheque deposit.
212,2021-08-27 13:44:21,4,en,20.29.0,0,"Very nice hotel, easy to find, nice breakfast and clean room.  Would be nice to have another chair in the room. "
213,2021-09-17 09:06:40,5,en,20.30.1,0,Works great
214,2023-03-29 14:45:44,4,en,20.47.0,0,"I always like to stay at this hotel ,great  location to restaurantsu002F food etc. and it's always been a clean comfortable facility."
215,2021-12-10 00:10:24,2,en,20.28.0,0,doesnt work at times has caused me to reset my password for no reason while my computer works fine.
216,2021-12-30 03:37:20,5,en,20.34.3,0,Work fine but can't close account from app
217,2022-04-08 14:58:09,1,en,20.4.0,1,"Now if you don't sign up for the 2sv, the app is useless. My situation does not allow me to do this! GIVE US THE OPTION BACK! I, along with 1000's of others are going to start pulling our accounts because of this. 2 hrs of driving to deposit cheques now! NOT HAPPY!"
218,2022-11-20 20:50:12,2,en,20.44.2,1,"Loved it, not so much anymore. I go and click on a credit to see recent transactions, and it won't allow me to. Everything worked so great up until the most recent update."
219,2023-03-08 11:50:32,5,en,20.47.0,0,Its great and fast
220,2021-08-14 15:44:15,5,en,20.29.0,0,Much better than it was. Better than national's app.
221,2021-06-27 16:37:34,1,en,,0,Slow and too many hoops to jump through to get to final destination.
222,2022-12-16 12:04:41,1,en,20.45.1,0,Cannot access
223,2021-05-01 11:44:56,5,en,20.15.2,0,Easy quick.
224,2022-01-21 13:54:41,3,en,20.31.1,0,"Whatever update they did, I cannot deposit cheques by Photo. I tried 75 different times and I couldn't get it to work. Had my co workers also try to no avail."
225,2021-01-31 11:05:03,5,en,20.20.2,0,Quick & Painless
226,2022-08-02 16:56:38,1,en,20.41.0,0,Barely functional app. The antithesis of productivity- likely the worst banking app in production. I spend more time fighting with this app than it would take to conduct business on another app. Almost enough to make me switch to another bank for all business purposes.
227,2021-11-09 08:39:30,5,en,20.32.0,0,Great.
228,2022-04-11 15:57:44,1,en,20.37.1,0,Embarrassingly bad app
229,2023-07-15 09:38:44,1,en,2306.0.1,0,"For the last 5 days the app just shuts down for no reason the minute you open it. If I try to reset the app by deleting all data and starting over, then I'm locked out because of 2sv. Kindly fix the bug causing it to crash/ shutdown over and over. It's so stressful having to log into internet banking everytime I need to do a transaction. Literally the only reason I've not completely deleted the app is to authenticate my logins, at least that still works"
230,2021-04-24 07:05:24,1,en,20.25.1,0,"What's going on with the app?? Fingerprint isn't working, then asks for my new CVV card #, and can't do ANY banking!?? Also I never received a new debit card, so i can't bypass this step. Maybe use the millions of dollars from the fees we pay to hire someone to fix this ?"
